class,X143,X144,X146,X149,X150,X151,X152,X156,X157,X159,X160,X165,X167,X168,X173,X175,X178,X181,X183,X184,X185,X189,X190,X191,X192,X193,X194,X195,X196,X197,X199,X200,X205,X207,X208
N,-0.153849127,0.213844268,0.118276018,-0.219290185,0.134294922,-0.043251928,0.179582612,0.47871729,1.101302449,-0.258132889,0.103695326,0.917906543,-0.317352372,0.458932741,-0.023056603,3.357862934,1.523530875,-0.248641316,-0.402079571,0.197711876,-0.145244631,-0.155765717,-1.566067185,-1.447524507,-1.220048406,-0.415153399,-1.243348721,-2.709737214,0.476797448,-0.522019962,-0.067950225,-0.136411631,0.149070991,-0.158332132,0.206250932
Y,-0.040992645,0.190996299,0.295158935,0.401413764,-0.04891474,-0.673385537,0.661923654,-0.932144478,-0.659861802,2.154441872,0.65087012,-0.008058881,-0.590424386,0.305561069,-0.472074179,-0.306394973,-0.659754577,-0.414836122,-0.024396707,-0.344768859,0.000472407,1.287890937,-0.113243094,-0.318052007,0.04720491,-0.53444722,-0.399059523,0.162858699,-0.015864663,-0.745284781,-0.339405739,0.840930077,-0.164824981,-0.072461071,0.132649782
N,-0.022424865,0.282388177,0.312847226,-0.426191502,0.034649105,-0.324426404,0.788855507,0.47871729,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.674424364,0.707248782,-0.472074179,-0.306394973,-0.659754577,-0.304039585,-0.157221315,-0.21628658,0.663484932,-0.55084048,0.958058841,0.252026877,0.216172019,-0.295859578,1.711663473,0.662440596,-0.508526775,-0.9685496,3.802960358,0.765101841,-0.478720954,0.158009066,0.012211537
N,-0.068388761,0.350932085,0.224405768,-0.095149396,0.909359921,0.078358827,-0.861258585,0.424453375,-0.072807051,-0.416799132,0.402154304,1.843871967,-0.543148461,0.743765847,-0.472074179,-0.306394973,-0.659754577,-0.137844778,-0.103716309,-0.273389815,0.211762113,-0.58054535,-0.387794676,0.322567707,0.385139128,-0.713387952,-0.258344657,0.287754173,-0.015864663,-0.745284781,-0.185313318,0.470214257,-0.583352945,-0.173885031,0.427054382
Y,-0.062150005,-1.454057506,0.259782351,-0.591712555,0.620658598,-0.016825617,0.611150913,0.424453375,-0.659861802,1.640782616,0.170019543,-0.471041593,1.521194857,0.561180523,-0.472074179,-0.306394973,-0.659754577,-0.691827466,-0.072763405,-0.044976874,0.685342488,-0.565692915,-0.463834744,0.650211674,0.385139128,-0.832681773,0.023085076,0.537545122,-0.508526775,-0.522019962,-0.416093259,0.798803279,0.044439,-0.094711428,0.125958768
N,0.179344849,-2.573608012,-0.341619565,-0.591712555,-0.137133672,0.126665247,-0.556622137,0.370189461,-0.366334426,-0.201284667,0.175546562,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.581030928,0.090851165,-0.33049305,0.393908411,-0.675600932,-0.01190795,-0.332426491,0.554106237,-0.176565757,-0.53977439,0.162858699,0.476797448,0.259406905,-0.200355521,-0.085859473,-0.478720954,0.084694767,-0.007861504
Y,-0.166259237,0.213844268,0.189029185,0.235892711,0.605586827,-0.082991991,0.484219059,0.47871729,0.514247699,-0.42564422,0.512694667,-0.471041593,2.279680917,1.284218406,-0.472074179,-0.306394973,-0.659754577,-0.414836122,0.270520781,-0.387596285,0.761843933,0.06107983,0.777341554,0.48995234,-0.121762199,-0.116918846,1.148804007,0.787336071,0.476797448,-0.522019962,-0.400798271,0.78195256,0.253702982,-0.134119814,0.326689178
Y,-0.011611716,-0.220267153,0.153652601,0.73245587,0.121100116,-0.081238391,0.179582612,0.343057504,1.101302449,-0.299735146,0.164492525,-0.471041593,1.927253051,0.94826141,-0.472074179,-0.306394973,-0.659754577,1.357908477,-0.438901695,-0.473251138,0.444909374,0.705675497,0.008843593,0.117118033,-0.544179971,-0.236212667,0.304514809,0.287754173,-1.001188887,1.264098591,-0.288823588,-0.069008754,0.044439,-0.154886658,0.346762218
N,-0.174079136,0.556563811,0.153652601,-0.384811239,-0.604835573,-0.378616287,-0.074281095,-0.443769251,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,0.028350028,-0.270510005,-0.344768859,0.415765967,-0.194382047,-0.142805765,0.557111892,-0.966597743,-0.444976855,0.304514809,0.412649648,0.476797448,0.259406905,-0.269083636,0.091073077,-0.164824981,0.019524445,0.179486878
N,-0.163984527,0.419475994,-0.18242494,-1.129655977,1.23195735,-0.106766684,1.144264696,-0.063921852,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.781685019,0.809496563,-0.472074179,-0.306394973,-0.659754577,-0.858022272,-0.091105884,0.768744229,-0.017742223,-0.948885731,-0.607391567,0.448439001,0.300655574,-0.415153399,-1.102633855,0.162858699,-0.015864663,-0.745284781,-0.507836423,1.135817661,-0.897248918,5.597169253,1.618054809
Y,-0.039354756,-0.380202939,-0.058606898,0.649695343,0.850772254,-0.131338403,0.281128094,0.47871729,0.807775074,-0.433934239,0.551383794,0.917906543,-0.353379651,0.48084298,1.773013701,-0.253370849,1.523530875,-0.359437853,-0.069196922,-0.187734962,-0.371106041,0.444272646,0.752987755,0.057397034,0.04720491,-0.057271936,1.008089141,0.537545122,-0.015864663,-0.522019962,-0.260809643,0.377535302,-0.269456972,-0.180303341,0.025593564
N,-0.041125043,0.12245239,0.118276018,1.270399292,0.200714223,-0.048657961,0.154196241,0.234529676,-0.366334426,-0.497699012,0.175546562,-0.008058881,-0.51457965,0.495449806,-0.472074179,-0.306394973,-0.659754577,1.080917134,0.177866974,-0.616009227,-0.349248485,2.710754183,-1.480209874,0.990624772,-0.628663525,-1.429150879,-1.384063588,0.287754173,0.476797448,0.259406905,-0.200654305,-0.15326235,-0.897248918,4.178094899,0.567565668
N,-0.061054625,0.373780055,0.082899435,-0.426191502,0.304011583,-0.107248719,0.687310025,0.28879359,-0.072807051,-0.374259755,0.545856775,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.359437853,-0.023122245,-0.344768859,-0.436678708,-0.200323021,-1.151754131,-1.599916454,1.821359554,0.062021885,-1.102633855,-2.709737214,-0.015864663,-0.522019962,-0.136639828,0.006819482,0.358334973,-0.259068834,0.233014987
N,-0.197536729,0.533715841,-0.023230315,-0.633092818,0.472492047,-0.017666695,0.50960543,0.098869891,-0.659861802,2.343374012,0.827734699,0.454923831,-0.540920398,0.977475062,-0.472074179,-0.306394973,-0.659754577,-0.193243047,-0.191798197,-0.202010771,0.780058563,-0.173588639,-0.561779867,0.790397928,-0.121762199,-0.847593501,-0.047272357,0.412649648,-0.015864663,-0.187122734,-0.122365133,-0.237515945,-0.792616927,-0.139265127,0.373526273
Y,-0.12101195,-0.265963092,0.153652601,-0.591712555,0.394684554,0.211498686,-0.023508354,0.397321418,-0.366334426,-0.58954571,0.860896808,-0.008058881,-0.639181717,0.531966871,-0.472074179,-0.306394973,-0.659754577,-0.248641316,-0.210429094,-0.630285035,0.743629303,-0.283496656,-0.104711285,0.572611023,-0.290729307,-0.116918846,0.304514809,0.287754173,-0.015864663,-0.075490324,-0.264389588,0.22587883,0.253702982,-0.202668077,0.072430659
N,-0.075142824,0.282388177,-0.058606898,3.918736142,0.003524894,-0.038305138,-0.328144801,0.451585333,5.504213076,-0.345358147,0.164492525,4.158785526,-0.325084055,0.290954243,1.773013701,-0.27928706,1.512880702,1.967289433,-0.052153594,-0.915801212,-0.188959743,2.574111784,0.943411382,0.262291639,-0.797630634,0.360256438,1.148804007,0.662440596,0.476797448,3.273481963,-0.156931896,-0.397597777,5.694566509,-0.075004552,0.012211537
N,-0.21006939,0.488019902,0.472041851,-0.839994135,-0.247198616,0.145184353,0.154196241,0.071737933,-0.366334426,-0.455950512,0.579018884,-0.934024305,-0.731278897,-1.586022889,-0.023056603,3.322114076,1.502230529,-0.304039585,-0.004900717,-0.287665624,-0.29096167,-0.880564531,1.362354863,-0.6049785,0.892040455,1.24004837,1.078446574,0.662440596,-0.015864663,-0.075490324,-0.386801795,0.706124324,-0.583352945,-0.219519736,0.400290328
N,-0.105434715,0.282388177,0.259782351,-0.633092818,-0.162802123,-0.048233719,0.382673577,0.397321418,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.858022272,-0.59436147,1.525362097,0.612483969,-0.500342202,-0.229483316,-1.571948109,-0.290729307,0.53919717,0.163799942,-1.710573419,-0.015864663,-0.522019962,-0.366423651,0.849355436,-0.269456972,-0.005762458,0.132649782
Y,-0.019188783,0.099604421,0.082899435,0.153132184,-0.308562257,-0.21544903,0.255741723,0.28879359,-0.953389177,-0.61459481,-1.941301378,0.454923831,-0.538621607,0.590394174,-0.472074179,-0.306394973,-0.659754577,-0.968818809,-0.615699307,2.110670258,1.005919972,0.791819618,-0.404696565,1.0052781,-0.459696416,-0.653741042,0.585944542,0.662440596,-0.015864663,-0.9685496,4.453898779,1.405429166,-0.897248918,3.870779434,0.340071205
Y,-0.126663365,0.190996299,0.189029185,1.808342715,0.176964099,-0.094024924,0.382673577,0.47871729,2.8624667,-0.408659778,0.457424486,-0.934024305,-0.731278897,-1.586022889,1.323996125,-0.291800563,1.512880702,1.524103284,-0.114023439,-0.287665624,0.204476261,2.728577105,-0.341602258,0.856543772,-0.71314708,-0.653741042,0.445229675,0.662440596,0.476797448,2.603687505,-0.246807379,-0.161687709,2.241710809,-0.117698204,0.146031809
N,-0.023756083,-0.106027305,0.118276018,-0.095149396,-0.286354463,-0.111179696,-1.318213257,-0.145317723,-0.072807051,-0.535971548,0.844315754,0.454923831,-0.230286359,0.393202024,-0.472074179,-0.306394973,-0.659754577,0.416137909,-0.037367165,-0.159183344,0.233619669,0.408626802,-1.314520253,1.006618406,-0.121762199,-1.429150879,-1.102633855,0.381425779,0.476797448,0.594304133,-0.245998282,0.276430987,-0.164824981,-0.27982949,0.192868905
N,-0.070943329,0.236692238,-0.164736648,0.401413764,-0.014684682,-0.087222433,-0.226599319,0.424453375,-0.366334426,-0.61041996,0.982491207,-0.471041593,2.095805509,1.108936495,-0.472074179,-0.306394973,-0.659754577,0.693129253,0.249152161,-0.616009227,0.240905521,0.334364629,-0.360728666,1.217551147,-0.544179971,-1.071269416,0.445229675,0.662440596,0.476797448,-0.298755143,-0.217981311,0.377535302,0.567598955,-0.272450972,0.172795864
N,-0.022678274,0.14530036,-0.023230315,0.649695343,0.008483223,-0.173813286,0.281128094,0.343057504,-0.659861802,2.384702918,0.866423826,0.917906543,-0.444109808,0.334774721,-0.023056603,3.41148622,1.555481394,-0.137844778,0.237000033,-0.473251138,-0.320105077,0.542298715,-0.262722004,0.366030752,-0.121762199,-0.653741042,-0.11762979,0.287754173,0.476797448,-0.522019962,0.247063965,-0.903119349,-0.374088963,0.023693851,0.065739646
N,-0.076795458,0.328084116,-0.023230315,-0.136529659,0.087631237,0.170703034,0.408059947,0.343057504,-0.366334426,-0.539447511,0.645343102,-0.471041593,1.352642399,0.400505437,-0.472074179,-0.306394973,-0.659754577,0.471536178,0.284622842,-0.501802756,-0.76818497,0.010581552,-0.154556556,-0.932757715,-0.375212862,1.001460727,0.023085076,-1.710573419,0.476797448,-0.075490324,-0.076796819,-0.456575293,0.149070991,-0.203305299,0.0925037
Y,-0.002798579,0.031060512,-0.129360065,-0.343430975,0.604587169,0.653463551,-2.968327349,0.424453375,-0.953389177,-0.61459481,-1.941301378,-0.471041593,2.264357966,1.26961158,-0.023056603,3.393611791,1.544831221,-0.248641316,0.080058015,-0.416147903,-0.757256192,-0.048828187,-0.308217986,0.307646415,-0.121762199,-0.504623765,0.093442509,0.287754173,-0.015864663,-0.075490324,-0.266311565,0.470214257,-0.687984936,-0.230586972,0.734841009
N,-0.145639427,0.465171933,0.012146268,-0.384811239,-0.174908943,-0.333439005,0.408059947,0.370189461,-0.072807051,-0.493548157,0.65087012,0.454923831,-0.534253317,0.144885984,0.425960973,-0.142086286,1.518205788,-0.581030928,-0.178734538,0.169160259,-0.429392856,-0.333994934,1.205068536,-0.222591292,0.385139128,1.225136642,0.867374274,0.537545122,-0.015864663,0.259406905,-0.116107216,-0.220665226,0.462966964,-0.052085586,0.032284578
Y,0.001831172,0.190996299,-0.093983482,0.401413764,0.881140995,-0.034579618,-0.125053836,0.424453375,1.101302449,-0.395281274,0.352411141,1.380889255,-0.485012811,0.473539567,-0.472074179,-0.306394973,-0.659754577,0.36073964,-0.103145904,-0.273389815,0.164404075,0.396744854,1.040035044,-0.216875606,0.300655574,0.718137902,1.008089141,0.537545122,0.476797448,0.371039314,-0.180768758,-0.052158035,0.672230946,-0.260382213,0.085812687
Y,-0.091281725,0.282388177,0.012146268,1.063497976,0.342154321,-0.034799599,0.001878017,0.47871729,1.981884575,-0.266826497,0.131330417,1.380889255,-0.572167189,0.626911239,-0.472074179,-0.306394973,-0.659754577,0.637730984,-0.175025533,-0.259114006,0.27733478,0.432390698,0.214173731,0.347443086,-1.220048406,-0.459888582,0.585944542,0.662440596,0.476797448,0.705936543,-0.234237874,0.22587883,1.509286873,-0.256413127,0.246397014
N,0.258616322,1.173458987,-0.18242494,-1.336557294,-11.20206965,-1.343498453,-6.293941905,-10.37406554,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-1.135013615,3.118365514,-0.473251138,-2.156139761,-1.254845886,-1.57105539,-0.521085214,-1.557982624,-0.057271936,-0.53977439,-2.210155317,-1.493850998,-0.9685496,3.897175129,0.857780796,-1.001880909,-0.720875165,-3.058963723
Y,-0.053409803,0.099604421,-0.058606898,-0.839994135,0.310918313,-0.085780597,-0.023508354,-0.416637294,-0.659861802,2.408319436,0.888531899,-0.471041593,1.375626825,0.422415676,-0.472074179,-0.306394973,-0.659754577,-0.414836122,-0.308188359,0.283366729,0.816487822,-0.488460255,0.104652426,0.777226828,0.04720491,-0.47480031,0.656301975,0.662440596,-1.001188887,-0.075490324,-0.334983829,0.520766414,-0.269456972,-0.180346523,0.206250932
Y,-0.111705381,-0.060331366,0.118276018,-0.715853345,-0.065445354,-0.12330493,0.534991801,0.044605976,-0.659861802,2.160346002,0.656397138,-0.471041593,1.827653871,0.853317041,-0.023056603,3.322114076,1.502230529,-0.581030928,-0.047235739,-0.359044668,0.437623523,-0.524106098,1.168829392,0.277744096,0.131688465,0.807608268,1.148804007,0.662440596,-0.015864663,-0.522019962,-0.32555645,0.495490335,0.044439,-0.199749408,0.400290328
N,-0.137346583,0.236692238,0.259782351,-1.005515188,-0.897361007,-0.440595666,0.636537283,-0.986408392,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.858022272,0.161416718,-0.259114006,0.149832372,-0.957797192,-0.42666457,0.124069943,0.554106237,-0.713387952,-0.680489256,0.037963224,-1.001188887,-1.08018201,-0.642263856,-3.607659764,-0.897248918,3.816547293,0.299925123
N,-0.043421246,-0.928554207,-0.023230315,-0.260670449,0.46511413,-0.129084861,0.636537283,0.451585333,1.6883572,-0.358737849,0.368992196,-0.008058881,-0.585006905,0.561180523,0.874978549,-0.296075167,1.502230529,-0.691827466,-0.138350131,-0.144907535,1.049635084,-0.369640777,1.029089576,-0.047023201,0.385139128,0.434815077,1.078446574,0.787336071,-1.493850998,0.036142086,-0.372253349,0.487064976,-0.583352945,-0.289765018,0.647857832
Y,-0.137103914,0.488019902,0.24209406,-0.260670449,0.246632594,-0.39590826,0.839628248,0.343057504,-0.366334426,-0.405852313,0.446370449,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.414836122,-0.206250524,-0.116355918,0.164404075,-0.016152831,-0.509299528,0.511911711,0.554106237,-0.683564497,-0.258344657,0.35020191,0.476797448,0.371039314,-0.039639963,-0.414448496,0.672230946,-0.142403997,-0.007861504
N,-0.214318211,0.396628024,0.082899435,-0.798613871,-0.3481227,0.174033848,0.230355353,0.28879359,-0.659861802,2.284332719,0.772464518,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.027048241,0.174934135,-0.387596285,0.495910338,-0.179529613,-0.755542423,1.382980372,-0.121762199,-0.802858318,0.093442509,0.412649648,-0.015864663,-0.633652372,0.070583092,-0.245941305,-0.06019299,-0.33953241,0.219632959
N,-0.328825889,1.493330561,0.13596431,-1.295177031,-0.752718138,9.017342982,1.27119655,-2.288742332,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-1.024217078,0.137516055,-0.116355918,-0.611539154,-1.213259069,0.105509545,-1.152014246,1.061007564,0.524285443,0.023085076,-1.710573419,0.476797448,-1.08018201,-0.642263856,-3.607659764,-1.001880909,-0.720875165,-3.058963723
N,-0.000384812,-0.174571213,-0.023230315,0.070371657,0.542621923,-0.121711087,-0.099667466,0.397321418,1.101302449,-0.505949356,0.634289065,0.454923831,-0.273061178,0.363988373,1.323996125,-0.178746019,1.512880702,-0.802624003,-0.196602438,0.75446842,0.459481078,-0.737981158,0.819421273,0.33373138,-0.037278644,0.419903349,0.937731707,0.537545122,-0.015864663,-0.856917191,-0.502967694,1.118966942,-0.687984936,-0.134659605,0.801751146
N,-0.185255768,0.396628024,0.383600393,-0.426191502,0.576561783,-0.168279471,0.763469137,0.451585333,-0.659861802,2.337469883,0.822207681,-0.471041593,1.888945674,0.911744345,-0.472074179,-0.306394973,-0.659754577,-0.359437853,-0.134684771,0.369021582,0.539625449,-0.339935907,0.37653715,-0.212986869,-0.290729307,0.121668796,-0.399059523,0.412649648,0.476797448,-0.522019962,-0.151265637,0.234304189,-0.792616927,0.212257424,0.052357618
N,-0.136329469,0.259540207,0.118276018,1.063497976,0.018105929,-0.247275943,0.179582612,0.261661633,1.981884575,-0.42795209,0.352411141,1.380889255,-0.292315805,0.40780885,-0.023056603,3.322114076,1.502230529,1.025518865,0.10411144,-0.401872094,-0.535037709,0.542298715,-0.569936976,0.716078003,-0.206245753,-0.951975595,0.023085076,0.162858699,0.476797448,1.598995819,-0.137168932,-0.237515945,1.509286873,-0.175852289,0.139340796
Y,-0.054814008,0.213844268,-0.093983482,3.629074299,0.348905329,-0.028285001,-0.25198569,0.451585333,5.210685701,-0.366737544,0.153438489,3.232820102,-0.534005205,0.495449806,4.018101582,-0.28610227,1.512880702,1.69029809,-0.210126296,-0.45897533,0.444909374,1.237392659,0.773714008,-0.054404073,-0.121762199,0.53919717,0.726659408,0.412649648,-0.015864663,1.822260638,-0.099975631,-0.827291113,1.823182846,-0.132086998,0.146031809
N,0.109626407,0.259540207,0.100587726,-0.467571765,-0.11320046,0.060364062,-0.023508354,0.370189461,-0.659861802,2.372894659,0.85536979,-0.471041593,1.459903054,0.502753219,-0.472074179,-0.306394973,-0.659754577,0.637730984,-0.239468585,-0.116355918,0.860202934,-0.497371715,0.583319048,0.126759392,-0.628663525,0.181315707,0.726659408,0.537545122,-0.015864663,-0.075490324,-0.370004675,0.638721448,-0.478720954,-0.442988725,0.393599314
Y,-0.209113499,0.533715841,-0.058606898,-0.550332292,-0.241508253,-0.293254164,0.712696395,-0.009657938,-0.659861802,1.652590874,0.18107358,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,0.139146565,0.113798367,-0.773043124,0.262763076,-0.185470586,-0.180182084,0.343752456,-0.459696416,-0.698476225,0.023085076,0.287754173,-0.015864663,-0.410387553,-0.206427866,0.200602751,-0.583352945,-0.073508889,0.46050945
N,-0.038917799,-1.225577811,0.012146268,0.235892711,0.21433594,-0.024776827,-1.876713411,0.397321418,1.981884575,-0.350122469,0.308194996,1.380889255,-0.254522085,0.166796222,-0.472074179,-0.306394973,-0.659754577,0.526934446,0.055431386,-0.359044668,-0.043242704,0.735380366,-0.094010283,0.642959641,-0.121762199,-0.653741042,0.585944542,0.412649648,-0.015864663,0.036142086,-0.222841178,0.065796998,0.358334973,-0.052953895,0.085812687
N,-0.096104482,0.373780055,-0.093983482,-0.633092818,-0.734154347,-0.242109709,-0.353531172,-1.013540349,-0.659861802,2.26662033,0.755883464,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,0.139146565,-0.471104818,0.925778126,0.404837189,-0.639955089,0.413374357,-0.187902288,-0.037278644,-0.355506489,0.304514809,0.662440596,0.476797448,-0.410387553,-0.201008075,0.048946279,0.253702982,-0.188192229,0.146031809
N,-0.156457702,-0.060331366,0.118276018,3.463553246,0.416818456,-0.042430121,-3.044486461,0.451585333,1.101302449,-0.477352902,0.634289065,4.158785526,-0.538569911,0.546573697,-0.472074179,-0.306394973,-0.659754577,2.632068658,0.150788572,-0.630285035,-0.422107004,3.465257867,-0.082662981,1.077262181,-1.220048406,-0.653741042,0.867374274,0.662440596,0.476797448,2.045525457,-0.136970121,-0.288068102,2.3463428,-0.031403061,-0.021243532
N,-0.138440628,0.465171933,-0.058606898,-0.715853345,-0.17297783,-0.016131965,0.281128094,0.28879359,-0.072807051,-0.584297171,0.73930241,-0.471041593,2.049836656,1.065116017,-0.023056603,3.339988505,1.512880702,-0.802624003,0.009619503,0.283366729,0.954919009,-0.803331871,0.676753188,-0.718106961,0.469622683,0.509373715,0.023085076,0.13163483,-0.015864663,-0.410387553,-0.287435191,0.40281138,-0.478720954,0.126233847,0.206250932
N,-0.171122458,0.305236146,0.224405768,-0.384811239,-0.206924756,0.120243024,0.204968982,0.315925547,-0.366334426,-0.59372056,0.871950844,-0.008058881,-0.715026453,0.80219315,0.425960973,-0.306394973,1.512880702,-0.581030928,-0.569687637,0.75446842,0.903918045,-0.357758829,-0.81006519,0.998904778,-0.206245753,-0.907240412,0.023085076,0.412649648,-0.015864663,-0.187122734,-0.138269488,-0.212239867,-0.687984936,-0.226714177,0.540801614
N,-0.132480473,0.57941178,-0.040918607,-0.302050712,0.182814407,0.363960644,-1.622849705,0.424453375,-0.953389177,-0.61459481,-1.941301378,-0.008058881,-0.384560102,-0.074216405,-0.472074179,-0.306394973,-0.659754577,0.914722328,-0.391914595,-1.072835109,1.067849714,0.812613026,-1.843712162,1.559380073,-0.71314708,-1.965973075,-1.946923053,0.537545122,-0.015864663,-0.745284781,-0.374913915,0.790377919,-1.001880909,-0.720875165,-3.058963723
Y,-0.097750301,0.305236146,0.012146268,-0.881374398,0.028273662,-0.425060328,0.712696395,-0.742220779,0.514247699,-0.384879407,0.352411141,-0.008058881,-0.454987357,0.371291786,-0.472074179,-0.306394973,-0.659754577,-0.858022272,0.04838653,0.012126362,0.849274156,-0.654807523,-0.913711854,1.016789504,-1.220048406,-0.951975595,-0.047272357,0.443873516,-0.015864663,-0.9685496,4.085604672,1.043138706,0.253702982,-0.093608085,-0.007861504
N,-0.152023021,-0.448746848,0.012146268,0.318653237,-0.245153161,-0.262577464,-0.505849396,0.098869891,-0.659861802,2.136729484,0.634289065,0.454923831,-0.367513424,0.247133765,-0.472074179,-0.306394973,-0.659754577,0.582332715,-0.268845978,-0.758767315,0.386622559,0.13831249,-0.014589337,0.546762377,-0.544179971,-0.47480031,0.445229675,0.537545122,0.476797448,0.817568952,-0.319294354,0.453363538,0.672230946,-0.108595079,-0.027934545
N,-0.15515376,0.396628024,0.100587726,0.401413764,0.04626152,-0.055824516,0.433446318,0.424453375,1.981884575,-0.308353133,0.109222344,0.454923831,-0.478102201,0.583090761,-0.472074179,-0.306394973,-0.659754577,1.634899821,0.041038489,-0.259114006,-0.604253302,1.222540225,0.299585999,0.252103346,-0.037278644,0.002374975,0.445229675,0.662440596,-0.015864663,2.380422686,-0.256771646,-0.026881957,2.241710809,-0.195658795,0.052357618
N,-0.178687908,0.693651628,-0.093983482,-0.964134924,0.25247675,0.065353439,0.91578736,0.370189461,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.747225734,0.563392427,-0.387596285,-1.624272571,-0.945915244,-0.861355203,0.798754017,0.216172019,-0.594094131,0.304514809,-1.335886995,-0.508526775,-0.856917191,-0.496911339,1.14424302,-1.001880909,-0.720875165,-3.058963723
Y,-0.019851891,-0.014635427,0.224405768,-0.467571765,0.706651184,0.028908985,-0.023508354,0.451585333,-0.659861802,1.711632168,0.236343761,-0.471041593,1.375626825,0.422415676,-0.472074179,-0.306394973,-0.659754577,-0.747225734,-0.032186145,-0.45897533,0.459481078,-0.538958533,-0.438288232,0.627349488,0.638589791,-0.802858318,-0.399059523,0.412649648,0.476797448,-0.522019962,-0.448517287,0.832504717,0.044439,-0.119178493,0.125958768
N,-0.099026774,0.396628024,0.330535518,-0.508952028,-0.15836744,-0.073361739,0.230355353,0.098869891,1.394829824,-0.438146976,0.545856775,-0.471041593,2.256696491,1.262308167,-0.472074179,-0.306394973,-0.659754577,-0.248641316,-0.164642412,0.169160259,-0.698969377,-0.271614708,-0.326364522,1.03457857,-1.642466179,-0.594094131,0.445229675,0.537545122,0.476797448,0.259406905,-0.370555008,0.579743931,-0.687984936,-0.408244481,0.587638709
N,-0.241062616,0.510867872,0.13596431,-0.467571765,-0.336948159,0.112787327,0.281128094,0.370189461,-0.659861802,2.231195554,0.722721355,0.454923831,-0.503443915,0.699945369,0.425960973,-0.306394973,1.502230529,-0.359437853,-0.5259941,1.311224964,0.743629303,-0.586486324,1.630187472,-0.189116877,0.554106237,1.374253919,1.43023374,0.787336071,-0.508526775,-0.187122734,-0.103053881,-0.15326235,-0.374088963,-0.158165583,-0.041316572
N,-0.124622462,0.053908482,0.542795018,-0.839994135,-0.854990874,-0.407465727,0.687310025,-0.932144478,-0.659861802,1.623070227,0.153438489,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.470234391,-0.888597061,2.367634817,1.209923826,-0.729069697,-2.32879403,1.570926324,0.385139128,-2.860676734,-0.11762979,-1.46078247,0.476797448,-0.187122734,0.018450083,-0.675634642,-0.687984936,-0.295288173,0.226323973
Y,-0.190136021,0.168148329,0.330535518,1.063497976,-0.035700614,0.015663523,-0.378917543,0.180265762,1.101302449,-0.328129344,0.252924815,-0.008058881,-0.346637733,0.239830352,0.425960973,-0.293755843,1.507555615,0.471536178,-0.113836517,-0.002149447,0.000472407,1.99486683,-0.841227407,0.941291297,-0.290729307,-0.966887322,-0.821204122,0.537545122,0.476797448,1.598995819,-0.144133769,-0.641933203,0.881494928,-0.176347555,0.172795864
N,0.258484158,-0.220267153,0.330535518,-0.881374398,0.206786073,0.071540921,0.636537283,0.234529676,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.858299773,0.882530693,-0.472074179,-0.306394973,-0.659754577,-0.802624003,-0.326304892,1.468258861,0.240905521,-0.830066253,0.546103812,-1.351719221,-0.628663525,2.090016846,0.023085076,-1.835468893,-0.015864663,-0.856917191,-0.266769853,0.908332953,-0.897248918,4.575797266,0.861970268
Y,-0.152307205,0.099604421,0.330535518,-0.964134924,-0.24622459,-0.640336823,0.865014619,-1.176332092,-0.072807051,-0.261069399,0.324776051,-0.008058881,-0.725861416,1.07241943,-0.472074179,-0.306394973,-0.659754577,0.416137909,0.020291895,-0.616009227,0.423051819,0.162076386,-1.444117674,1.021723331,0.469622683,-1.160739782,-1.665493321,0.287754173,0.476797448,-0.522019962,-0.14662604,0.158475953,-0.164824981,-0.239285378,0.480582491
